Time (s),Predicted SVID Combination
71420,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71421,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71422,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71423,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71424,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71425,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71426,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71427,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71428,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71429,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71430,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71431,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71432,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71433,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71434,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71435,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71436,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71437,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71438,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71439,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71440,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71441,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71442,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71443,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71444,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71445,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71446,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71447,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71448,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71449,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71450,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71451,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71452,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71453,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71454,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71455,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71456,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71457,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71458,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71459,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71460,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71461,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71462,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71463,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71464,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71465,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71466,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71467,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71468,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71469,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71470,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71471,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71472,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71473,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71474,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71475,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71476,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71477,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71478,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71479,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71480,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71481,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71482,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71483,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71484,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71485,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71486,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71487,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71488,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71489,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71490,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71491,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71492,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71493,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71494,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71495,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71496,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71497,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71498,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71499,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71500,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71501,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71502,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71503,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71504,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71505,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71506,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71507,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71508,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71509,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71510,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71511,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71512,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71513,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71514,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71515,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71516,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71517,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71518,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71519,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71520,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71521,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71522,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71523,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71524,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71525,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71526,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71527,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71528,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71529,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71530,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71531,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71532,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71533,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71534,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71535,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71536,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71537,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71538,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71539,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71540,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71541,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71542,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71543,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71544,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71545,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71546,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71547,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71548,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71549,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71550,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71551,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71552,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71553,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71554,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71555,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71556,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71557,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71558,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71559,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71560,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71561,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71562,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71563,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71564,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71565,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71566,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71567,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71568,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71569,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71570,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71571,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71572,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71573,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71574,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71575,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71576,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71577,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71578,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71579,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71580,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71581,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71582,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71583,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71584,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71585,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71586,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71587,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71588,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71589,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71590,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71591,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71592,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71593,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71594,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71595,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71596,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71597,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71598,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71599,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71600,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71601,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71602,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71603,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71604,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71605,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71606,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71607,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71608,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71609,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71610,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71611,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71612,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71613,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71614,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71615,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71616,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71617,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71618,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71619,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71620,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71621,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71622,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71623,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71624,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71625,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71626,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71627,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71628,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71629,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71630,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71631,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71632,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71633,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71634,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71635,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71636,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71637,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71638,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71639,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71640,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71641,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71642,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71643,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71644,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71645,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71646,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71647,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71648,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71649,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71650,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71651,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71652,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71653,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71654,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71655,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71656,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71657,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71658,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71659,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71660,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71661,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71662,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71663,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71664,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71665,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71666,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71667,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71668,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71669,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71670,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71671,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71672,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71673,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71674,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71675,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71676,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71677,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71678,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71679,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71680,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71681,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71682,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71683,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71684,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71685,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71686,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71687,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71688,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71689,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71690,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71691,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71692,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71693,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71694,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71695,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71696,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71697,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71698,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71699,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71700,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71701,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71702,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71703,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71704,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71705,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71706,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71707,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71708,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71709,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71710,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71711,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71712,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71713,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71714,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71715,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71716,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71717,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71718,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71719,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71720,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71721,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71722,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71723,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71724,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71725,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71726,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71727,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71728,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71729,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71730,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71731,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71732,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71733,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71734,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71735,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71736,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71737,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71738,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71739,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71740,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71741,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71742,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71743,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71744,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71745,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71746,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71747,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71748,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71749,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71750,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71751,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71752,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71753,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71754,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71755,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71756,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71757,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71758,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71759,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71760,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71761,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71762,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71763,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71764,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71765,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71766,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71767,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71768,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71769,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71770,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71771,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71772,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71773,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71774,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71775,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71776,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71777,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71778,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71779,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71780,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71781,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71782,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71783,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71784,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71785,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71786,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71787,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71788,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71789,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71790,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71791,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71792,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71793,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71794,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71795,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71796,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71797,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71798,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71799,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71800,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71801,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71802,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71803,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71804,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71805,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71806,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71807,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71808,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71809,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71810,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71811,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71812,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71813,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71814,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71815,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71816,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71817,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71818,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71819,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71820,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71821,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71822,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71823,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71824,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71825,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71826,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71827,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71828,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71829,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71830,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71831,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71832,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71833,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71834,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71835,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71836,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71837,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71838,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71839,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71840,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71841,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
71842,"[2, 5, 11, 13, 15, 20, 24, 29, 30]"
