Time (s),Predicted SVID Combination
28218,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28219,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28220,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28221,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28222,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28223,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28224,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28225,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28226,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28227,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28228,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28229,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28230,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28231,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28232,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28233,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28234,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28235,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28236,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28237,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28238,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28239,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28240,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28241,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28242,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28243,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28244,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28245,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28246,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28247,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28248,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28249,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28250,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28251,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28252,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28253,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28254,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28255,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28256,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28257,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28258,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28259,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28260,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28261,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28262,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28263,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28264,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28265,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28266,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28267,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28268,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28269,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28270,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28271,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28272,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28273,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28274,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28275,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28276,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28277,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28278,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28279,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28280,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28281,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28282,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28283,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28284,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28285,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28286,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28287,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28288,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28289,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28290,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28291,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28292,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28293,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28294,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28295,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28296,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28297,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28298,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28299,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28300,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28301,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28302,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28303,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28304,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28305,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28306,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28307,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28308,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28309,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28310,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28311,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28312,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28313,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28314,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28315,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28316,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28317,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28318,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28319,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28320,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28321,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28322,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28323,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28324,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28325,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28326,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28327,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28328,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28329,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28330,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28331,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28332,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28333,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28334,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28335,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28336,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28337,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28338,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28339,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28340,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28341,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28342,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28343,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28344,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28345,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28346,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28347,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28348,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28349,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28350,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28351,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28352,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28353,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28354,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28355,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28356,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28357,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28358,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28359,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28360,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28361,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28362,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28363,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28364,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28365,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28366,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28367,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28368,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28369,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28370,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28371,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28372,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28373,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28374,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28375,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28376,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28377,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28378,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28379,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28380,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28381,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28382,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28383,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28384,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28385,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28386,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28387,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28388,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28389,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28390,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28391,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28392,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28393,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28394,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28395,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28396,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28397,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28398,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28399,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28400,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28401,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28402,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28403,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28404,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28405,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28406,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28407,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28408,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28409,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28410,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28411,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28412,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28413,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28414,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28415,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28416,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28417,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28418,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28419,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28420,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28421,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28422,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28423,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28424,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28425,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28426,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28427,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28428,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28429,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28430,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28431,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28432,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28433,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28434,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28435,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28436,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28437,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28438,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28439,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28440,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28441,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28442,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28443,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28444,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28445,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28446,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28447,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28448,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28449,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28450,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28451,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28452,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28453,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28454,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28455,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28456,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28457,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28458,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28459,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28460,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28461,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28462,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28463,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28464,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28465,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28466,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28467,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28468,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28469,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28470,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28471,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28472,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28473,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28474,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28475,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28476,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28477,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28478,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28479,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28480,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28481,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28482,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28483,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28484,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28485,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28486,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28487,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28488,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28489,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28490,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28491,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28492,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28493,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28494,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28495,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28496,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28497,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28498,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28499,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28500,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28501,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28502,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28503,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28504,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28505,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28506,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28507,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28508,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28509,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28510,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28511,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28512,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28513,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28514,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28515,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28516,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28517,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28518,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28519,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28520,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28521,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28522,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28523,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28524,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28525,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28526,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28527,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28528,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28529,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28530,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28531,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28532,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28533,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28534,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28535,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28536,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28537,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28538,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28539,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28540,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28541,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28542,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28543,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28544,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28545,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28546,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28547,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28548,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28549,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28550,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28551,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28552,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28553,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28554,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28555,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28556,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28557,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28558,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28559,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28560,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28561,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28562,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28563,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28564,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28565,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28566,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28567,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28568,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28569,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28570,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28571,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28572,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28573,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28574,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28575,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28576,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28577,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28578,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28579,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28580,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28581,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28582,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28583,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28584,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28585,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28586,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28587,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28588,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28589,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28590,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28591,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28592,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28593,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28594,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28595,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28596,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28597,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28598,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28599,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28600,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28601,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28602,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28603,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28604,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28605,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28606,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28607,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28608,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28609,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28610,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28611,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28612,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28613,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28614,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28615,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28616,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28617,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28618,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28619,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28620,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28621,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28622,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28623,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28624,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28625,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28626,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28627,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28628,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28629,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28630,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28631,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28632,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28633,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28634,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28635,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28636,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28637,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28638,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28639,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
28640,"[10, 12, 22, 23, 25, 26, 29, 31, 32]"
